Radius,Location,Fjord_acr,Station,Samp label,Distance,St_name
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,"963",BE_D
"3000",Balsfjord,BA,A,FISHDIV_BA_A,"5334",BA_A
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,"950",BE_D
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"11733",FR_B
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"2526",FR_B
"3000",Balsfjord,BA,A,FISHDIV_BA_A,"5791",BA_A
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"3081",BE_E
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"16854",BE_E
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"16862",BE_E
"3000",Balsfjord,BA,B,FISHDIV_BA_B,"2519",BA_B
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"16846",BE_E
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"3159",FR_B
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"16849",BE_E
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"16845",BE_E
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"4155",FR_B
"3000",Balsfjord,BA,B,FISHDIV_BA_B,"2379",BA_B
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"16845",BE_E
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"973",FR_B
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,"1811",BE_D
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,"3495",BE_D
"3000",Balsfjord,BA,B,FISHDIV_BA_B,"3971",BA_B
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,"3387",BE_D
"3000",Balsfjord,BA,B,FISHDIV_BA_B,"3186",BA_B
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"1668",FR_B
"1000",Frakkfjord,FR,A,FISHDIV_FR_A,"640",FR_A
"3000",Balsfjord,BA,A,FISHDIV_BA_A,"8382",BA_A
"3000",Balsfjord,BA,A,FISHDIV_BA_A,"7582",BA_A
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,"1259",BE_D
"1000",Frakkfjord,FR,A,FISHDIV_FR_A,"552",FR_A
"3000",Balsfjord,BA,A,FISHDIV_BA_A,"9167",BA_A
"3000",Balsfjord,BA,B,FISHDIV_BA_B,"11045",BA_B
"3000",Balsfjord,BA,A,FISHDIV_BA_A,"10405",BA_A
"1000",Frakkfjord,FR,A,FISHDIV_FR_A,"591",FR_A
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,"1237",BE_D
"1000",Frakkfjord,FR,A,FISHDIV_FR_A,"1145",FR_A
"1000",Frakkfjord,FR,A,FISHDIV_FR_A,"606",FR_A
"3000",Balsfjord,BA,A,FISHDIV_BA_A,"4131",BA_A
"1000",Frakkfjord,FR,A,FISHDIV_FR_A,"657",FR_A
"3000",Balsfjord,BA,A,FISHDIV_BA_A,"6526",BA_A
"3000",Balsfjord,BA,A,FISHDIV_BA_A,"5352",BA_A
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"2729",BA_C
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,"773",BE_D
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"2531",BA_C
"1000",Frakkfjord,FR,A,FISHDIV_FR_A,"2646",FR_A
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"2946",BA_C
"1000",Frakkfjord,FR,A,FISHDIV_FR_A,"1986",FR_A
"3000",Balsfjord,BA,A,FISHDIV_BA_A,"11356",BA_A
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,"874",BE_D
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"3322",BA_C
"1000",Frakkfjord,FR,A,FISHDIV_FR_A,"1664",FR_A
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"2384",BE_E
"1000",Frakkfjord,FR,A,FISHDIV_FR_A,"4487",FR_A
"1000",Frakkfjord,FR,A,FISHDIV_FR_A,"3474",FR_A
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"1668",BA_C
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"1796",BA_C
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"2412",BE_E
"1000",Frakkfjord,FR,A,FISHDIV_FR_A,"3040",FR_A
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"2107",BA_C
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"2177",BA_C
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"3633",BA_C
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"2416",FR_B
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"4592",BA_C
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"2100",BA_C
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"2812",BA_C
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"2247",BE_E
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"1638",BA_C
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"2411",FR_B
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"1507",BA_C
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"1782",FR_B
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"4658",BE_E
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"9832",BA_C
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"10084",BA_C
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"10382",BA_C
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"10084",BA_C
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"1840",FR_B
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"7892",BE_E
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"1984",FR_B
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"10985",BA_C
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"5086",BE_E
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"6051",BA_C
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"1452",FR_B
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"2201",BE_E
"3000",Balsfjord,BA,A,FISHDIV_BA_A,"2702",BA_A
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"1824",FR_B
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"808",FR_B
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"2000",BE_E
"3000",Balsfjord,BA,A,FISHDIV_BA_A,"2716",BA_A
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"1349",BE_E
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"1565",BE_E
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"1123",FR_B
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"1657",BE_E
"3000",Balsfjord,BA,A,FISHDIV_BA_A,"2666",BA_A
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"1363",BE_E
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"1815",BE_E
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"1535",FR_B
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"2178",BE_E
"3000",Balsfjord,BA,A,FISHDIV_BA_A,"2669",BA_A
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"1313",FR_B
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"942",FR_B
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"1972",BE_E
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"2394",BE_E
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"2990",FR_B
"3000",Balsfjord,BA,A,FISHDIV_BA_A,"4163",BA_A
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"3352",FR_B
"3000",Balsfjord,BA,A,FISHDIV_BA_A,"3042",BA_A
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"2398",BE_E
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1898",BA_D
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"3643",BA_C
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"2398",BE_E
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"2457",FR_B
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"4146",BA_C
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"5145",BA_C
"750",Odelfjord,OL,C,FISHDIV_OL_C,"1065",OL_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"2190",BA_D
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"2598",FR_B
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"2318",BA_D
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"2271",BA_D
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1978",BA_D
"750",Odelfjord,OL,C,FISHDIV_OL_C,"850",OL_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"2021",BA_D
"750",Odelfjord,OL,C,FISHDIV_OL_C,"841",OL_C
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"2888",FR_B
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1942",BA_D
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"2074",FR_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1954",BA_D
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"2529",FR_C
"750",Odelfjord,OL,C,FISHDIV_OL_C,"1507",OL_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"2776",BA_D
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"2725",FR_C
"750",Odelfjord,OL,C,FISHDIV_OL_C,"1151",OL_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1871",BA_D
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"1305",FR_C
"750",Odelfjord,OL,C,FISHDIV_OL_C,"3365",OL_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"1540",FR_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"6811",BA_D
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"2156",BA_D
"750",Odelfjord,OL,C,FISHDIV_OL_C,"2095",OL_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"1510",FR_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"4327",BA_D
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"1326",FR_C
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"1566",BA_C
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"1724",BA_C
"750",Odelfjord,OL,C,FISHDIV_OL_C,"1441",OL_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"1167",FR_C
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"3272",BA_C
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"10135",BA_C
"750",Odelfjord,OL,C,FISHDIV_OL_C,"1750",OL_C
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"10747",BA_C
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"2056",BE_E
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"1633",FR_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"1583",FR_C
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"1080",BA_C
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"1603",BE_E
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"1551",FR_C
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"1519",BE_E
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"1315",BA_C
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"1125",BA_C
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"1036",FR_B
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"890",FR_B
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"7941",BA_C
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"3193",BE_E
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"792",FR_B
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"2779",BE_E
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"2395",BE_E
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"600",FR_B
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"1958",BA_C
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"1577",FR_B
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"1380",FR_B
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"5050",BA_C
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"5464",BA_C
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"5208",BE_E
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"4518",BE_E
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,"3650",BE_E
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"1201",FR_B
"3000",Balsfjord,BA,C,FISHDIV_BA_C,"6726",BA_C
"750",Odelfjord,OL,C,FISHDIV_OL_C,"836",OL_C
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"1804",FR_B
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"2375",BA_D
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"3295",BA_D
"750",Odelfjord,OL,C,FISHDIV_OL_C,"834",OL_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"4124",FR_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"22597",FR_C
"750",Odelfjord,OL,C,FISHDIV_OL_C,"17056",OL_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"4739",FR_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"9385",FR_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"2102",BA_D
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1999",BA_D
"1000",Frakkfjord,FR,B,FISHDIV_FR_B,"10591",FR_B
"750",Odelfjord,OL,C,FISHDIV_OL_C,"4648",OL_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"3449",FR_C
"750",Odelfjord,OL,C,FISHDIV_OL_C,"1080",OL_C
"750",Odelfjord,OL,C,FISHDIV_OL_C,"1427",OL_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"3808",FR_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1956",BA_D
"750",Odelfjord,OL,C,FISHDIV_OL_C,"17028",OL_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1799",BA_D
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"1879",BA_E
"750",Odelfjord,OL,C,FISHDIV_OL_C,"850",OL_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"1662",FR_C
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"1875",BA_E
"750",Odelfjord,OL,C,FISHDIV_OL_C,"868",OL_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"2281",FR_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1723",BA_D
"750",Odelfjord,OL,C,FISHDIV_OL_C,"900",OL_C
"750",Odelfjord,OL,C,FISHDIV_OL_C,"968",OL_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1737",BA_D
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"762",FR_C
"750",Odelfjord,OL,B,FISHDIV_OL_B,"894",OL_B
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1817",BA_D
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1857",BA_D
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"985",FR_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1931",BA_D
"750",Odelfjord,OL,C,FISHDIV_OL_C,"836",OL_C
"750",Odelfjord,OL,C,FISHDIV_OL_C,"841",OL_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"6258",FR_C
"750",Odelfjord,OL,C,FISHDIV_OL_C,"16043",OL_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1585",BA_D
"750",Odelfjord,OL,C,FISHDIV_OL_C,"1323",OL_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"1575",FR_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1770",BA_D
"750",Odelfjord,OL,C,FISHDIV_OL_C,"1133",OL_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"916",FR_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1795",BA_D
"750",Odelfjord,OL,C,FISHDIV_OL_C,"15231",OL_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"1646",FR_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1851",BA_D
"750",Odelfjord,OL,C,FISHDIV_OL_C,"14738",OL_C
"750",Odelfjord,OL,C,FISHDIV_OL_C,"17863",OL_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1580",BA_D
"750",Odelfjord,OL,C,FISHDIV_OL_C,"15320",OL_C
"750",Odelfjord,OL,C,FISHDIV_OL_C,"23068",OL_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1561",BA_D
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1551",BA_D
"750",Odelfjord,OL,C,FISHDIV_OL_C,"4469",OL_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"7562",BA_D
"750",Odelfjord,OL,C,FISHDIV_OL_C,"5097",OL_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"2378",FR_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"3983",BA_D
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"2903",BA_D
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"3462",BA_D
"750",Odelfjord,OL,C,FISHDIV_OL_C,"14764",OL_C
"3000",Balsfjord,BA,D,FISHDIV_BA_D,"1712",BA_D
"750",Odelfjord,OL,C,FISHDIV_OL_C,"14851",OL_C
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"2002",BA_E
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"4392",FR_C
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"2125",BA_E
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"1847",BA_E
"750",Odelfjord,OL,C,FISHDIV_OL_C,"4157",OL_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"4840",FR_C
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"1859",BA_E
"750",Odelfjord,OL,C,FISHDIV_OL_C,"4366",OL_C
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"2080",BA_E
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"1928",BA_E
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"2118",BA_E
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"2093",BA_E
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"4018",FR_C
"750",Odelfjord,OL,B,FISHDIV_OL_B,"888",OL_B
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"1606",BA_E
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"4393",FR_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"4686",FR_C
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"1562",BA_E
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"1964",BA_E
"750",Odelfjord,OL,B,FISHDIV_OL_B,"1005",OL_B
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"1822",BA_E
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"3489",BA_E
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"1057",FR_D
"750",Odelfjord,OL,B,FISHDIV_OL_B,"1041",OL_B
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"1921",BA_E
"750",Odelfjord,OL,B,FISHDIV_OL_B,"1033",OL_B
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"897",FR_D
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"2884",FR_D
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"6911",BA_E
"750",Odelfjord,OL,B,FISHDIV_OL_B,"983",OL_B
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"2270",FR_D
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"1441",FR_D
"750",Odelfjord,OL,B,FISHDIV_OL_B,"1003",OL_B
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"5648",BA_E
"750",Odelfjord,OL,B,FISHDIV_OL_B,"972",OL_B
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"3597",FR_D
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"1471",BA_E
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"1439",BA_E
"750",Odelfjord,OL,B,FISHDIV_OL_B,"972",OL_B
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"3400",FR_D
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"3288",FR_D
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"1535",BA_E
"750",Odelfjord,OL,B,FISHDIV_OL_B,"901",OL_B
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"1595",BA_E
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"4360",FR_D
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"1317",BA_E
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"1461",BA_E
"750",Odelfjord,OL,B,FISHDIV_OL_B,"896",OL_B
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"8920",FR_C
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"1343",BA_E
"750",Odelfjord,OL,B,FISHDIV_OL_B,"930",OL_B
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"3538",BA_E
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"19575",FR_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"8280",FR_C
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"7075",FR_C
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"10110",BA_E
"750",Odelfjord,OL,B,FISHDIV_OL_B,"912",OL_B
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"7431",FR_D
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"6100",BA_E
"750",Odelfjord,OL,B,FISHDIV_OL_B,"1859",OL_B
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"2205",BA_E
"750",Odelfjord,OL,B,FISHDIV_OL_B,"1038",OL_B
"1000",Frakkfjord,FR,C,FISHDIV_FR_C,"8904",FR_C
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"2504",BA_E
"750",Odelfjord,OL,B,FISHDIV_OL_B,"965",OL_B
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"2719",BA_E
"750",Odelfjord,OL,B,FISHDIV_OL_B,"1522",OL_B
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"2157",FR_D
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"1432",BA_G
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"2334",FR_D
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"1752",BA_G
"750",Odelfjord,OL,B,FISHDIV_OL_B,"2102",OL_B
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"2756",FR_D
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"1892",BA_G
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"20570",FR_D
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"2725",FR_D
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"932",FR_D
"750",Odelfjord,OL,B,FISHDIV_OL_B,"809",OL_B
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"1424",BA_G
"750",Odelfjord,OL,B,FISHDIV_OL_B,"915",OL_B
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"972",FR_D
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"1224",BA_G
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"1266",BA_G
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"1769",FR_D
"750",Odelfjord,OL,B,FISHDIV_OL_B,"1953",OL_B
"750",Odelfjord,OL,B,FISHDIV_OL_B,"909",OL_B
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"17072",FR_D
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"2747",BA_G
"750",Odelfjord,OL,B,FISHDIV_OL_B,"859",OL_B
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"5288",FR_D
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"16901",FR_D
"750",Odelfjord,OL,B,FISHDIV_OL_B,"761",OL_B
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"4642",FR_D
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"1616",FR_D
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"2098",BA_G
"750",Odelfjord,OL,B,FISHDIV_OL_B,"768",OL_B
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"6941",FR_D
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"20938",BE_F
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"6601",FR_D
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"8140",BA_G
"750",Odelfjord,OL,B,FISHDIV_OL_B,"896",OL_B
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"6213",FR_D
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"8996",BA_G
"750",Odelfjord,OL,B,FISHDIV_OL_B,"901",OL_B
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"17186",BE_G
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"17176",BE_G
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"17197",BE_G
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"17195",BE_G
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"9090",BA_E
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"4239",BE_F
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"17204",BE_G
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"7702",BE_F
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"6946",FR_D
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"20847",BE_F
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"9910",BE_F
"750",Odelfjord,OL,B,FISHDIV_OL_B,"1440",OL_B
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"2859",BE_G
"750",Odelfjord,OL,B,FISHDIV_OL_B,"1432",OL_B
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"3753",BE_G
"750",Odelfjord,OL,B,FISHDIV_OL_B,"1443",OL_B
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"5161",BE_G
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"6364",BE_G
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"2579",BA_E
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"2925",BA_E
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"6398",FR_D
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"2187",BA_G
"750",Odelfjord,OL,B,FISHDIV_OL_B,"5931",OL_B
"750",Odelfjord,OL,B,FISHDIV_OL_B,"16233",OL_B
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"1924",BA_E
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"6591",FR_D
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"6824",FR_D
"750",Odelfjord,OL,B,FISHDIV_OL_B,"1456",OL_B
"3000",Balsfjord,BA,E,FISHDIV_BA_E,"2163",BA_E
